"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Ecuador","ECU",144508250,0.451599801306206,2,61,3,5,1,,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,2,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",155344882,0.801521774842287,2,34,3,5,1,,1,1,1,1,1,2,,1,1,1,2,,1,1,2,1,2,1,,,,,,,,,,,,,,2,,,1,1,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,1,2,1,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,3,3,2,1,,0,1,4,4,4,4,2,2,1,1,1,0
"Ecuador","ECU",128420885,3.42381164203521,2,56,1,2,1,,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,2,2,2,,0,0,4,4,4,4,4,5,1,2,0,0
"Ecuador","ECU",116838826,0.417570677303385,1,54,2,4,2,,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,2,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",187761690,0.437845564246364,1,52,2,5,1,,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,1,1,,2,2,2,2,,4,2,2,2,,,,1,1,,,1,2,2,,,1,1,2,1,,,,2,2,2,,,,,2,,,,,,1,1,1,3,2,1,,1,0,1,4,4,4,2,1,1,1,1,1
"Ecuador","ECU",159281161,2.18434785815548,1,22,1,1,1,,1,1,1,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,3,2,,0,0,4,4,4,4,1,5,1,1,1,0
"Ecuador","ECU",191944589,0.609184942378633,2,58,2,4,1,,1,1,1,2,1,1,1,2,2,2,,,,1,2,2,,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,1,,2,2,3,2,,,,2,,,,1,2,2,,,1,1,2,2,,2,2,,2,2,,,,,1,1,2,,1,,3,3,2,3,,2,,0,1,3,4,4,2,2,5,1,1,1,1
"Ecuador","ECU",139243685,0.326842561903492,1,62,3,5,1,,1,1,1,2,2,,,2,2,1,1,1,2,1,1,2,,1,,,,,,,,,,,,,,1,2,,2,2,2,,,,2,2,,2,2,1,2,,4,3,3,1,1,,,1,1,,,1,2,2,,,1,1,2,1,,,,2,2,2,,,,,2,,,,,,2,2,2,3,1,2,,0,1,1,4,4,4,2,1,1,1,1,1
"Ecuador","ECU",181025080,1.88526222558815,1,56,1,1,2,,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,2,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Ecuador","ECU",168325570,0.872188838524527,2,17,2,5,1,,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,1,,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",174876973,0.418765443034348,2,47,2,4,1,,1,1,2,2,2,,,1,1,2,,,,2,,1,1,1,,,,,,,,,,,,,,2,,,1,1,2,,,,1,1,,2,2,2,2,,1,2,2,2,,,,2,,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,2,,1,0,4,4,4,4,1,5,1,1,1,0
"Ecuador","ECU",129061007,1.11987470789239,2,19,3,3,1,,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,1,1,2,1,,0,0,4,4,4,4,4,3,1,1,0,0
"Ecuador","ECU",116003517,0.653022028413728,1,19,2,2,1,,1,1,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,1,2,2,2,2,2,2,2,1,1,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,,1,,1,2,1,2,2,1,,1,0,4,4,4,2,2,1,1,1,1,0
"Ecuador","ECU",172849712,0.70650068388746,1,31,2,2,1,,1,1,,,2,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,6,2,2,1,2,2,1,1,2,2,2,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,4,4,4,4,1,2,1,1,1,0
"Ecuador","ECU",115738768,0.357926140582597,1,45,3,2,1,,1,1,1,1,2,,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,1,1,,,,2,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,1,4,4,4,2,5,1,1,1,0
"Ecuador","ECU",128876990,0.54974348475036,1,20,2,4,1,,1,1,,,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,3,2,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,1,4,1,,1,0,4,4,4,4,4,1,1,1,1,0
"Ecuador","ECU",192326473,0.610079242443101,2,45,2,2,1,,1,1,1,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,4,2,,0,0,4,4,4,4,1,5,1,1,1,0
"Ecuador","ECU",169767395,4.1527934875355,2,31,1,5,2,,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,1,2,3,,0,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",166047550,0.710570495635467,2,18,2,5,1,,1,1,2,2,1,1,1,1,1,1,2,,1,1,1,1,1,1,,,,,,,,,,,,,,1,1,,1,1,1,1,2,,2,1,,1,2,2,2,2,3,3,2,2,,,,1,1,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,1,4,2,,1,0,4,4,4,4,1,1,1,1,1,1
"Ecuador","ECU",121155770,0.471094881041308,1,35,2,2,1,,1,1,2,2,1,2,,2,2,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,4,1,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",146487690,0.541452117828374,2,42,2,4,1,,1,1,,,2,,,,,,,,,,,,,,,2,4,4,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,1,2,2,2,1,2,2,2,1,1,2,1,,,1,2,2,,2,2,,2,2,,,,,2,,,,,,3,3,3,2,,2,,0,0,3,4,4,4,1,4,1,1,1,0
"Ecuador","ECU",175337227,0.872188838524527,2,21,2,5,1,,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,2,,,,,2,,,2,2,1,1,1,,2,2,,2,2,2,2,,3,3,3,2,,,,2,,,,1,2,2,,,2,1,2,2,,1,,,2,2,,,,,1,1,2,,1,,2,1,3,3,2,2,,0,0,2,4,4,2,3,5,1,1,0,0
"Ecuador","ECU",180014234,4.1527934875355,1,52,1,1,1,,0,0,,,2,,,,,,,,,,,,,,2,2,3,3,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,,1,,,3,3,,,,,2,,,,,,1,1,1,3,3,1,,0,0,2,5,5,4,4,5,2,2,0,0
"Ecuador","ECU",155344628,0.740095336593852,1,49,2,2,1,,1,1,1,2,1,2,,1,1,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,1,1,,,1,1,2,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,1,1,1,1,1,0
"Ecuador","ECU",159903218,1.11527262312304,1,59,2,3,2,,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,1,3,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,5,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",140374648,0.872188838524527,2,21,2,1,1,,1,1,,,2,,,,,,,,,,,,,,,2,2,2,2,1,2,3,2,,,,,2,,,2,2,1,2,4,,1,2,,2,2,2,2,,8,,,1,2,1,1,2,,,,2,,,,,,1,2,1,,,,3,2,2,,,,,2,,,,,,2,1,2,3,2,2,,1,0,1,4,4,4,4,2,1,1,1,0
"Ecuador","ECU",207415366,0.801521774842287,2,30,3,5,1,,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,1,1,,2,2,2,,,,1,1,,2,2,2,2,,3,2,1,2,,,,2,,,,2,,,,,,1,2,2,,1,,,2,2,,,,,2,,,,,,2,2,2,2,3,2,,1,0,2,4,4,4,4,5,1,1,1,1
"Ecuador","ECU",209453420,1.33480606337174,1,22,2,1,2,,1,1,1,1,1,2,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,,1,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,2,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",156764895,1.46547110388466,2,20,2,5,1,,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,1,2,2,2,2,,,,,1,1,,1,2,1,1,3,,2,2,,2,2,2,1,,2,1,1,1,2,1,2,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,4,2,,1,1,4,4,4,4,4,1,1,2,0,0
"Ecuador","ECU",208918459,0.74728381201542,2,22,2,4,1,,1,1,,,2,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,,,,,1,2,,2,2,2,,,,2,2,,2,2,2,1,,3,3,2,2,,,,2,,,,1,1,2,1,,,1,2,2,,1,,,2,2,,,,,2,,,,,,2,2,2,3,1,3,,1,1,2,4,4,4,1,5,1,1,1,1
"Ecuador","ECU",134895038,1.97069460083933,1,58,1,1,1,,1,1,,,2,,,,,,,,,,,,,,,1,1,2,2,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,1,2,1,,,1,2,2,,2,2,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,3,4,4,4,1,5,1,2,1,0
"Ecuador","ECU",171511272,1.15080591195777,2,27,2,4,1,,1,1,,,1,2,,1,1,1,2,,1,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,1,1,1,2,,2,2,,2,2,2,2,,3,3,2,2,,,,2,,,,1,2,1,1,,,1,1,1,,,,2,2,2,,,,,2,,,,,,1,2,2,2,1,1,,1,0,1,4,4,4,3,5,1,1,1,1
"Ecuador","ECU",159808015,0.458074207689953,2,19,2,2,1,,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,3,5,1,2,0,0
"Ecuador","ECU",174454045,0.872188838524527,2,23,2,2,1,,1,1,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,2,5,1,2,0,0
"Ecuador","ECU",208647252,0.475914621879038,1,16,2,2,1,,1,1,,,2,,,,,,,,,,,,,,,1,2,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,1,2,,2,1,2,1,,2,3,1,2,,,,1,2,2,2,1,1,2,2,,,1,2,2,,1,,,2,2,,,,,2,,,,,,2,2,2,3,2,2,,1,1,2,4,4,4,1,4,1,1,1,0
"Ecuador","ECU",182614644,0.620265269286795,1,56,2,1,1,,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,1,3,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,2,2,,0,0,4,4,4,4,4,5,1,4,0,0
"Ecuador","ECU",176837419,2.79699632698264,2,34,1,2,1,,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,2,1,2,1,2,,,,,1,1,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Ecuador","ECU",171158226,0.394603809228066,2,36,2,4,1,,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,1,2,,,,,,,,,,,,,,1,1,,1,2,1,2,1,,2,2,,2,2,2,1,,4,2,1,1,1,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,1,1,,1,1,4,4,4,4,1,1,1,1,1,1
"Ecuador","ECU",142649968,1.21995402551141,1,41,1,3,1,,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,2,2,1,2,2,,,,,2,,,1,2,2,,,,2,2,,2,1,1,1,,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,2,5,1,2,0,0
"Ecuador","ECU",117511977,0.635601213684259,1,34,2,4,2,,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,5,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,1,2,2,,2,2,2,,,,,,1,1,2,2,2,1,,0,1,4,3,4,4,3,5,1,1,0,0
"Ecuador","ECU",133052948,0.943615964063907,2,25,2,5,2,,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,1,1,,6,2,2,2,,,,1,2,1,1,2,,,,,,1,2,1,,,,2,2,2,,,,,2,,,,,,2,2,2,3,2,2,,1,1,1,4,4,4,4,2,1,1,1,1
"Ecuador","ECU",201360580,1.00749191011977,2,22,3,3,1,,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,1,1,,1,1,1,1,1,,1,1,,2,2,2,1,,5,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,3,2,,1,1,4,4,4,4,2,3,1,1,1,1
"Ecuador","ECU",149661932,0.896278900348255,2,29,2,1,1,,0,0,,,2,,,,,,,,,,,,,,1,1,2,1,1,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,1,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Ecuador","ECU",177569334,1.11987470789239,2,21,2,3,1,,1,1,2,2,1,1,2,1,1,2,,,,1,1,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,1,,2,2,1,1,2,1,1,1,1,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,3,1,,1,1,4,4,4,4,1,1,1,1,1,0
"Ecuador","ECU",128165977,0.843503175424352,1,24,2,1,1,,1,1,2,2,1,2,,2,2,1,1,2,2,1,1,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,,,,2,,,,,,1,1,2,2,2,2,,1,1,4,1,4,4,4,5,1,1,1,0
"Ecuador","ECU",194594500,1.88232427352326,2,46,1,3,1,,1,1,1,2,1,1,2,2,2,1,1,1,4,1,1,2,,2,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,9,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,2,,0,1,4,4,4,4,4,5,1,1,1,1
"Ecuador","ECU",164853536,0.697370631194081,1,25,3,5,1,,1,1,1,2,2,,,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,1,2,1,2,2,3,3,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,,1,,1,1,1,2,2,2,,1,1,4,4,4,2,2,5,1,1,0,0
"Ecuador","ECU",113252943,0.439940544671354,2,50,5,4,1,,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,4,,,,,,,,,,,,,,2,1,,1,2,2,,,,2,1,,2,2,1,2,,1,5,6,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,4,,2,2,2,,,,,,3,3,3,3,,3,,1,1,4,3,4,4,4,5,1,1,1,1
"Ecuador","ECU",136717557,1.35603635546742,1,43,1,2,1,,1,1,1,1,1,2,,1,1,1,2,,1,2,,2,,2,,,,,,,,,,,,,,2,,,1,1,1,2,1,,1,1,,1,1,1,1,1,4,3,2,1,1,,,1,1,,,1,1,2,1,,,1,2,2,,2,2,,2,2,,,,,2,,,,,,1,1,2,2,1,1,,1,1,3,4,4,4,1,1,1,1,1,0
"Ecuador","ECU",158144259,0.467383870299515,1,28,2,1,1,,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,4,2,1,1,2,2,2,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,2,4,1,2,0,0
"Ecuador","ECU",152575537,2.10900973261423,2,26,1,1,1,,0,0,,,2,,,,,,,,,,,,,,1,1,2,1,1,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,3,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,4,5,1,2,0,0
"Ecuador","ECU",198455666,0.632133455416389,2,31,2,4,1,,1,1,1,2,1,2,,2,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,2,1,2,1,2,2,,,,1,2,2,,,1,1,2,2,,2,2,,2,2,,,,,1,1,2,,1,,3,2,2,3,2,1,,1,1,3,4,4,2,2,3,1,1,0,0
"Ecuador","ECU",174287934,0.420480492084193,1,25,2,4,1,,1,1,2,2,1,2,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,1,2,,,,2,,,,1,2,2,,,1,1,2,1,,,,2,1,2,2,,2,2,2,,,,,,1,1,2,2,4,1,,1,1,1,3,4,4,2,5,1,1,1,0
"Ecuador","ECU",140832877,0.513901844660091,1,50,3,2,1,,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,1,,,,,2,,,1,2,1,2,1,,1,2,,2,2,2,1,,1,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,1,,1,1,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",157403786,0.437845564246364,1,47,2,3,1,,1,1,1,2,1,2,,2,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,4,2,2,1,2,1,2,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,1,3,1,1,1,1
"Ecuador","ECU",209186009,0.996256209737985,2,30,2,2,1,,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Ecuador","ECU",150076203,2.94304537663184,1,44,1,2,2,,1,1,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,6,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Ecuador","ECU",129869683,0.603715895614459,1,28,2,3,1,,1,1,1,1,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,,1,,,1,1,1,,,,2,,,,,,1,1,1,1,2,2,,1,0,2,1,1,4,2,5,1,1,1,0
"Ecuador","ECU",190543963,1.39195486246875,2,19,2,5,1,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,,,,,,,,,,,,,,1,2,,2,1,1,1,2,,2,2,,2,2,1,2,,2,3,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,1,4,2,,1,1,4,4,4,4,4,5,1,1,1,1
"Ecuador","ECU",128523405,0.326842561903492,1,37,2,1,1,,1,1,1,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,2,2,,0,0,4,4,4,4,3,5,1,1,0,0
"Ecuador","ECU",117554880,0.806936129582889,1,17,2,2,1,,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,3,,2,,1,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",172508440,1.19798042776018,2,18,2,4,2,,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,1,,,,,2,,,2,2,1,2,1,,2,2,,2,2,2,2,,1,2,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",150582618,0.625447843785913,2,36,3,2,1,,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,1,2,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",190975320,0.587489302258677,1,23,2,4,1,,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,3,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,4,1,2,,1,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",160319505,0.693879860304489,2,31,2,5,1,,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,4,5,1,2,0,0
"Ecuador","ECU",161393803,0.392807164836252,2,32,3,5,1,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,1,1,,1,1,1,3,1,,1,1,,2,2,2,2,,4,2,1,2,,,,2,,,,1,1,1,1,,,1,2,1,,,,2,2,2,,,,,2,,,,,,3,3,2,1,4,2,,1,1,1,4,4,4,1,5,1,1,1,1
"Ecuador","ECU",204860573,1.46331234647028,1,67,1,4,2,,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",207976254,0.533826703823882,1,21,2,1,1,,1,1,,,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,1,1,,1,1,1,2,1,,1,2,,2,2,2,2,,3,2,1,1,1,,,1,1,,,1,2,1,1,,,1,2,1,,,,2,1,2,1,,,,2,,,,,,2,2,2,2,2,1,,1,0,1,1,4,4,3,1,1,1,1,1
"Ecuador","ECU",126008849,1.56499545841546,2,33,3,1,2,,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,,1,,1,1,1,1,2,2,,0,1,4,4,4,2,2,5,1,1,0,0
